05D0707622,Physician Office,Microscopy,Centers For Family Medicine,2562 State Street Suite D,Carlsbad,CA,92008-1663,(949) 923-3272
05D0991773,Physician Office,Microscopy,La Costa Urgent Care/Gregory L Wakeman,6971 El Camino Real Ste 101,Carlsbad,CA,92009,(760) 603-3221
05D1019007,Physician Office,Microscopy,Carlsbad Village Family Practice,2801 Jefferson St,Carlsbad,CA,92008,(760) 729-4952
05D1105031,Physician Office,Compliance,Coastal Pain & Spinal Diagnostics Medical,6221 Metropolitan St Ste 201,Carlsbad,CA,92009-3096,(760) 753-7127
05D2137456,Physician Office,Compliance,Fertlity Specialists Medical Group,"6125 Paseo Del Norte, Ste 120",Carlsbad,CA,92011,(442) 262-3186
05D2151482,Physician Office,Compliance,Gameday Men's Health,2753 Jefferson St Ste 204,Carlsbad,CA,92008,(858) 252-9202
05D2169099,Physician Office,Microscopy,One Medical With Ucsdh,"7740 El Camino Real, Suite F",Carlsbad,CA,92009,(760) 383-2352
05D2000108,Physician Office,Microscopy,Montage Medical Group,275 The Crossroads Ste A,Carmel,CA,93923-8685,(831) 781-9701
05D2025892,Physician Office,Compliance,Coastal Valley Dermatology Associates Inc,26366 Carmel Rancho Ln Ste H,Carmel,CA,93923-8721,(831) 293-8458
05D0613409,Physician Office,Microscopy,Ritchie Wong MD,3650 Mission Avenue,Carmichael,CA,95608,(916) 972-0882
05D0613463,Physician Office,Compliance,Sierra Hematology & Oncology,6555 Coyle Ave Ste 301,Carmichael,CA,95608-0303,(916) 962-1544
05D0613485,Physician Office,Microscopy,Kamras & Polansky Medical Corporation,5821 Jameson Court,Carmichael,CA,95608,(916) 486-0411
05D0613494,Physician Office,Microscopy,Med 7 Urgent Care Center,4156 Manzanita Ave 100,Carmichael,CA,95608-1726,(916) 483-5400
05D0678191,Physician Office,Microscopy,Med Center Medical Clinic,6651 Madison Ave,Carmichael,CA,95608-0602,(916) 965-1111
05D0689630,Physician Office,Compliance,C Stephen Goetz MD Inc,6401 Coyle Ave Ste 315,Carmichael,CA,95608-0310,(916) 966-6444
05D0867786,Physician Office,Microscopy,Lou Nishimura MD,"6500 Coyle Avenue, Suite #4",Carmichael,CA,95608,(916) 967-4030
05D2058046,Physician Office,Microscopy,Raquel Livoni MD Mph,6500 Coyle Ave Ste 5,Carmichael,CA,95608-0301,(916) 853-1155
05D2073418,Physician Office,Microscopy,Dignity Health Medical Foundation,6620 Coyle Ave Ste 301,Carmichael,CA,95608,(916) 961-2514
05D2098126,Physician Office,Microscopy,Dignity Health Medical Foundation,6620 Coyle Ave Ste 218,Carmichael,CA,95608,(916) 536-2466
05D0553810,Physician Office,Microscopy,Health Care Partners Affiliates Medical Group,824 E Carson St Ste 104,Carson,CA,90746-2262,(562) 988-7027
05D0919849,Physician Office,Microscopy,"Aronson & Rosenthal, MD, Inc","824 E Carson Street, #102",Carson,CA,90745,(310) 233-3216
05D0923327,Physician Office,Microscopy,Healthcare Partners Affiliates Medical Group,168 West Carson Street,Carson,CA,90745,(562) 988-7027
05D2083204,Physician Office,Microscopy,Torrance Memorial Physician Network,824 E Carson St Ste 203,Carson,CA,90745,(310) 517-4637
05D0599219,Physician Office,Accreditation,University Medical Group,20055 Lake Chabot Rd #130,Castro Valley,CA,94546,(510) 888-0657
05D0664089,Physician Office,Microscopy,Steven R Una MD,20130 Lake Chabot Rd #307,Castro Valley,CA,94546,(510) 889-1673
05D0687025,Physician Office,Compliance,Csi Medical Group,"20400 Lake Chabot Rd, Ste 202",Castro Valley,CA,94546-5315,(510) 881-7822
05D0891652,Physician Office,Microscopy,Chabot Nephrology Medical Group,20055 Lake Chabot Road #230,Castro Valley,CA,94546-5333,(510) 881-1490
05D0996811,Physician Office,Microscopy,Sutter East Bay Medical Foundation,20101 Lake Chabot Rd,Castro Valley,CA,94546-5305,(510) 886-3400
05D1079934,Physician Office,Microscopy,University Healthcare Alliance,20126 Stanton Avenue Ste 201,Castro Valley,CA,94546-5270,(510) 581-2559
05D0705627,Physician Office,Compliance,El Centro Dermatology,1334 N Imperial Ave,El Centro,CA,92243-3319,(760) 337-8500
05D0707199,Physician Office,Microscopy,"Balboa Nephrology Medical Group, Inc",2205 W Ross Ave Ste 101,El Centro,CA,92243,(760) 353-0404
05D0956124,Physician Office,Compliance,California Heart And Vascular Clinic,790 W Orange Ave Ste B,El Centro,CA,92243-3274,(760) 353-3222
05D0991868,Physician Office,Microscopy,"Theodore Affue, MD Inc","2061 Ross Avenue, Suite #a",El Centro,CA,92243,(760) 353-8181
05D1001250,Physician Office,Compliance,Linda Mak MD Inc,1073 Ross Ave Ste A,El Centro,CA,92243-4371,(760) 353-0574
05D1023447,Physician Office,Microscopy,Marisel R Chibas MD,2302 Merrill Center Dr,El Centro,CA,92243,(760) 352-7756
