34D0245565,Physician Office,Microscopy,Thomas H Lineberger MD Pa,1902 C N Sandhills Blvd,Aberdeen,NC,28315,(910) 692-4011
34D1030595,Physician Office,Microscopy,"Hope Family Center,the",210 Magnolia Square Ct,Aberdeen,NC,28315,(910) 944-0779
34D0921656,Physician Office,Microscopy,Caromont Family Medicine Lowell-Mcadenville,105 Elm Street,Mc Adenville,NC,28101,(704) 824-5323
34D0698872,Physician Office,Compliance,"Davie Dermatology, Pa",108 Dornach Way,Advance,NC,27006,(336) 940-2407
34D0867298,Physician Office,Microscopy,Hillsdale Family Practice,147 Peachtree Lane,Advance,NC,27006,(336) 940-2290
34D1080070,Physician Office,Compliance,Novant Health Hillsdale Medical,121 Medical Drive,Advance,NC,27006,(336) 998-9060
34D0242488,Physician Office,Microscopy,Vidant Urology - Ahoskie,"312 South Academy Street, Suite A",Ahoskie,NC,27910,(919) 332-6444
34D0242491,Physician Office,Accreditation,Rcchc - Ahoskie Comprehensive Care,120 Health Center Drive,Ahoskie,NC,27910,(252) 332-3548
34D1015237,Physician Office,Microscopy,Vidant Women's Care - Ahoskie,700 Academy St South,Ahoskie,NC,27910,(252) 209-3416
34D0237129,Physician Office,Microscopy,Mount Airy Family Practice,826 Marshall Street,Mt Airy,NC,27030-4460,(336) 789-7555
34D0675735,Physician Office,Microscopy,Foothills Primary Care - Wfubmc,910 Worth Street,Mount Airy,NC,27030-4458,(336) 786-5108
34D0682321,Physician Office,Microscopy,Lyndhurst Gynecologic Associates,"1908 Caudle Drive, Suite 101",Mt Airy,NC,27030,(910) 789-9076
34D0982204,Physician Office,Compliance,Novant Health Surry Medical Associates,865 Westlake Drive,Mt Airy,NC,27030,(336) 719-6100
34D0991769,Physician Office,Compliance,Wfbh Comprehensive Cancer Center Mt Airy,450 Price Street,Mount Airy,NC,27030,(336) 786-8880
34D1007256,Physician Office,Compliance,Novant Health Oncology Specialists - Mt Airy,"865 Westlake Drive, Suite 200",Mt Airy,NC,27030,(336) 783-6935
34D1020356,Physician Office,Accreditation,Northern Regional Hosptial  -,"423 S South Street, Suite 101",Mt Airy,NC,27030,(336) 719-7062
34D1070444,Physician Office,Microscopy,"Skin Surgery Center, The","314 S. South Street, Suite 400",Mount Airy,NC,27030,(336) 724-2434
34D2008770,Physician Office,Accreditation,Northern Regional Hospital -,510 South South Street,Mount Airy,NC,27030,(336) 786-4522
34D2085270,Physician Office,Compliance,"Nit, Pllc",956 N Main Street,Mount Airy,NC,27030,(336) 468-7293
34D2102465,Physician Office,Compliance,Novant Health Surry Medical Associates - Rockford,"2133 Rockford Street, Suite 1400",Mt Airy,NC,27030-6594,(336) 719-0398
